PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8,player_id,player_name,date,injury_prediction,injury_predicted_prob
0.29260202683877096,-0.05248591463084285,1.109938476831189,1.272740634259006,-0.31847575369542075,-0.8269386397155332,-0.8014672540276109,-0.06418416003484935,100000,Player A,2025-08-01,0,0.06319376363926638
-0.47952037001986153,1.6301775213028884,2.023511163484348,0.12370011901028113,-1.0108823457193825,-0.6207609350594991,-1.7438504475509848,-1.2070601329115704,100001,Player B,2025-08-01,0,0.045157936550911826
-0.9088076751259674,-2.96484111222498,-0.7744581160680525,0.02339195490583519,1.0044268446245974,-0.3144478640357757,-1.2763595321335244,-0.7407841101463699,100002,Player C,2025-08-01,1,0.09645516655197754
1.3962345330873338,2.5701804825194627,0.7489116097571559,0.8598979256711282,0.6102396429604395,1.744553399889708,-0.30400768045717425,-0.5750958450739915,100003,Player D,2025-08-01,0,0.07417075290037436
-1.3447990446647746,0.9240398846686659,1.8541373685454816,0.7695531398402905,-0.8618996899647752,-0.5714214623192894,0.9761737030042518,-2.298796197680877,100004,Player E,2025-08-01,0,0.04368455582094724
0.2657325145254992,1.4824071154054796,-0.9564446446702775,-0.16994368927200618,-1.2043228186630113,0.5069910678898204,-1.237312386602836,0.6319461524454384,100005,Player F,2025-08-01,0,0.07118496391485848
-0.9517829426991867,-1.4079894538170201,-1.714675392870039,0.41422978509579644,-1.8080304045348201,0.9454452981413405,0.9576132680182691,1.0427967892328736,100006,Player G,2025-08-01,1,0.08358006800373738
-0.8061417422556094,-0.7953170619130604,-0.49779760362594727,0.256180768593683,0.9284642889613697,0.12453920085473826,1.4465560037303944,0.0642856086078596,100007,Player H,2025-08-01,1,0.08990000612065997
-0.2642123294264675,1.1448540869246955,-0.5982246421546913,-0.7428098083099802,0.6265368332943962,-0.9523846515070434,0.04297410035458144,0.08658160291194233,100008,Player I,2025-08-01,1,0.07725267840065363
2.4988806376885333,-0.14637498266772891,0.1449591001054632,0.8226351075151157,-1.1216369825576573,0.6039518424829978,0.83336563643368,0.3985228239171324,100009,Player J,2025-08-01,1,0.08774427482229429
-2.1483042453641628,-1.1410433155552775,0.8558372484455055,-1.174150579891877,0.3336301686363516,0.4815997915726416,1.4542082430787568,-1.2122882410551044,100010,Player K,2025-08-01,0,0.0725181801051185
1.9731058833071193,1.29433448911,0.40804992949026425,0.9718866319044989,0.06268359219204156,-1.467912214274247,-0.24286476581012542,0.4362689438965589,100011,Player L,2025-08-01,0,0.07297623409703437
1.477922244454194,0.27887188466152707,3.4695053832228346,-1.0087160388201544,-0.38265997426845627,0.7369785370774108,0.9817918963629965,0.6945782446752428,100012,Player M,2025-08-01,0,0.07515274613667272
-2.7035307364772962,-0.5173959026519116,0.8798820641007287,1.5461810114831767,-1.1078342906049767,-0.2582342393846033,-1.6025393081988213,0.11938865752802086,100013,Player N,2025-08-01,0,0.048531500252810535
-0.02119939053657189,0.3320295817066326,-1.1130736109807966,-1.631005943580846,-1.6503511975500336,-0.474042817868888,-0.006041849195949839,0.032772017665899385,100014,Player O,2025-08-01,0,0.07380289013596403
-0.032524471299995146,-0.3321888695490991,-0.8226241167296873,-0.45797640940129747,-2.1896520268968582,-0.665800964818489,-0.2505545452416908,-0.3042913924613116,100015,Player P,2025-08-01,0,0.06548989941136482
0.5949130102495696,0.5830881268582827,-2.660715565640895,1.4746446754409004,-0.35701105218007617,0.5746375761008642,-0.8325798229819447,0.4798965605941304,100016,Player Q,2025-08-01,1,0.08834057289264671
-1.0622746175027307,0.6610296751645678,-1.7588861852959041,0.7102529272972071,0.7703995958715424,1.3292547117665148,-0.44563313250951947,-0.19906204152648974,100017,Player R,2025-08-01,1,0.08482555259860776
0.5129207206946784,-2.3897092554126833,-0.5672490205520461,-0.4089759585229991,0.0421814711496483,2.165498079104446,-0.007301624519144747,0.049938094341237686,100018,Player S,2025-08-01,1,0.11537370298745121
-1.4989890759323514,-0.1830528041733607,-2.767885568565531,0.517603135527483,0.7424016882550107,0.0015049989314452517,-1.2923667257010598,-1.4218097803872083,100000,Player A,2025-08-02,1,0.08071135914522372
-2.0272308236419505,-0.4093111126020424,-0.4911951768486581,0.600657419154539,0.7299370099361976,0.5766088306727071,-1.2202986574095003,-0.09718977996775678,100001,Player B,2025-08-02,0,0.07397807105413151
-2.449765569444073,1.0228705865324526,0.17496581591763286,-0.738714008987163,0.5595430019785924,0.010761958592765256,1.1610842367292056,1.9586918965379942,100002,Player C,2025-08-02,0,0.0731017876550225
-2.318790596754211,1.0170815556714223,1.430669369699786,-0.7239268337146627,-0.18323310254101935,0.6187741971664441,2.5020104504466465,0.3666394228871492,100003,Player D,2025-08-02,0,0.060872194711142996
